Row,WCrobust0405
307,0.797404780366802
310,0.847819905407342
321,0.508536637538532
325,0.789108028788096
330,0.646355771377361
336,0.68236782245289
341,0.723199932155335
344,0.521579889883682
345,0.504410707547252
347,0.776813123104812
350,0.87008022227327
353,0.819132044704517
354,0.600192359480059
355,0.540913043086047
356,0.230173559471842
362,0.855454336833493
363,0.581547725132918
367,0.605312429973473
372,0.878129218762871
375,0.710379027444533
378,0.746773333359331
379,0.687831840481349
389,0.52638037818794
393,0.871890034934968
394,0.591850347520867
397,0.880930057231174
399,0.732331550036662
400,0.732987617666773
404,0.742452583408256
408,0.756633902536022
414,0.582346907999501
416,0.806852936203591
419,0.614428283523293
422,0.827350137100639
423,0.802534151936341
426,0.495884419163711
427,0.752929843456561
433,0.501565492515747
435,0.656841049899518
436,0.772174307921956
439,0.56431160621941
442,0.709429936740826
443,0.604091560182958
445,0.903326195439579
614,0.833847091542436
620,0.694942595766553
626,0.770369713751347
646,0.829781428498486
677,0.707348183760066
690,0.593058427557222
