Row,WCrobust0405
307,0.54502034082375
310,0.624291709127398
321,0.250068976731632
325,0.633204535141229
330,0.212652684065837
336,0.412891411072117
341,0.423460253738143
344,0.172740929118154
345,0.415078256918279
347,0.47638256274477
350,0.691267039776032
353,0.472277558199822
354,0.383014444585878
355,0.216242320175327
356,0.0190720776686027
362,0.660137747926735
363,0.401993717928504
367,0.336265047550491
372,0.597095288120081
375,0.369350610534613
378,0.486436542349783
379,0.286974976813263
389,0.225528294123497
393,0.603173610850406
394,0.300464243760549
397,0.635527848292335
399,0.55655071798375
400,0.475850662971647
404,0.425932501289816
408,0.497466725039917
414,0.232622320979442
416,0.569823463808438
419,0.269005475231384
422,0.565528617497851
423,0.555402242235625
426,0.288283717051136
427,0.485478720377992
433,0.193549559441143
435,0.265833792384698
436,0.542631662858507
439,0.353712020283691
442,0.452241174986695
443,0.378744506615486
445,0.651737013501989
614,0.495656834079148
620,0.320399722829132
626,0.484846111866549
646,0.617742458267896
677,0.602350311998012
690,0.259635274673256
