Row,WCrobust0405
307,0.694067851387449
310,0.745903357772112
321,0.426791761062867
325,0.626471704687521
330,0.342940039661746
336,0.532293153002507
341,0.571959445349966
344,0.366593776899584
345,0.542653702143694
347,0.58993019004641
350,0.732081609971615
353,0.557698496281011
354,0.794035897650547
355,0.366067682773019
356,0.0604539928789375
362,0.728333535434474
363,0.577122318497072
367,0.481463447760417
372,0.710779824378953
375,0.292927573090829
378,0.634282353890235
379,0.51907303626198
389,0.50378700255304
393,0.761343235777359
394,0.620503695162185
397,0.737395650348995
399,0.666342314913188
400,0.611212321201641
404,0.54307933599041
408,0.662886926639372
414,0.44947505009049
416,0.739742067881077
419,0.556198592394075
422,0.716384011600131
423,0.534084434645989
426,0.673758765396827
427,0.536763262680769
433,0.444014238922729
435,0.503090618848194
436,0.61513383523445
439,0.506220640046601
442,0.840084329695806
443,0.782990904142372
445,0.786620599535072
614,0.75514811631844
620,0.494153629132618
626,0.601335963237269
646,0.701768149611282
677,0.680421493581695
690,0.422905114991416
