Row,rpd_wcrobust0405_1,rpd_wcrobust0405_10,rpd_wcrobust0405_11,rpd_wcrobust0405_12,rpd_wcrobust0405_13,rpd_wcrobust0405_14,rpd_wcrobust0405_15,rpd_wcrobust0405_16,rpd_wcrobust0405_17,rpd_wcrobust0405_18,rpd_wcrobust0405_19,rpd_wcrobust0405_2,rpd_wcrobust0405_20,rpd_wcrobust0405_21,rpd_wcrobust0405_22,rpd_wcrobust0405_23,rpd_wcrobust0405_24,rpd_wcrobust0405_25,rpd_wcrobust0405_26,rpd_wcrobust0405_27,rpd_wcrobust0405_28,rpd_wcrobust0405_29,rpd_wcrobust0405_3,rpd_wcrobust0405_30,rpd_wcrobust0405_31,rpd_wcrobust0405_32,rpd_wcrobust0405_33,rpd_wcrobust0405_34,rpd_wcrobust0405_35,rpd_wcrobust0405_36,rpd_wcrobust0405_37,rpd_wcrobust0405_38,rpd_wcrobust0405_39,rpd_wcrobust0405_4,rpd_wcrobust0405_40,rpd_wcrobust0405_41,rpd_wcrobust0405_42,rpd_wcrobust0405_43,rpd_wcrobust0405_44,rpd_wcrobust0405_45,rpd_wcrobust0405_46,rpd_wcrobust0405_47,rpd_wcrobust0405_48,rpd_wcrobust0405_49,rpd_wcrobust0405_5,rpd_wcrobust0405_50,rpd_wcrobust0405_6,rpd_wcrobust0405_7,rpd_wcrobust0405_8,rpd_wcrobust0405_9
321,0.0975299884223966,0,0.040711377136097,0.0851135939246068,0.0980412393845386,0.0776529664461113,0.0453307858889425,0.0106590984079648,0.00712964299965376,0.0192027610783694,0.0716082276411666,0.0751817219167264,0.0961978188242898,0.101660382197741,0.00144585643478501,0.0819021308056435,0.0817115183844004,0.0743278155923208,0.0750647660197949,0.0364698256623657,0.0024031210704422,0.0566739528266496,0.0974535351977921,0.029434196266351,0.0577628875531691,0.084719269646704,0.0750847691337911,0.000906277755074714,0,0,0.0866807493137267,0.0964823176330928,0.0967727383697305,0.103039800847807,0.0713690459822789,0.0753803530185465,0.0962367298234336,0.0946796512912792,0.0934384257226639,0.0971845227149069,0.0938402962836382,0.0922151043211488,0.101602012571507,0.0712120642275852,0.00142977481010026,0.0760634676628227,0.0849768387904663,0.0963386481326964,0.0750210354394297,0.0785240603975373
336,0.119474028796063,0.128176328502415,0.278756353202013,0.1778118961362,0.181765754188659,0.117044340607888,0.10012522428354,0.045269189885815,0.0385581598133046,0.0267742636754917,0.0784249823859751,0.073260649425536,0.112765849928809,0.127800309749419,0.00822435668145319,0.135602291452143,0.0835465578800229,0.0527487986062747,0.0798920830061755,0.116717171056214,0.0144719362316369,0.156352654537773,0.119474028796063,0.0925395784864814,0.221210693982735,0.167539437875333,0.0732201514249587,0.00122181198048435,0,0,0.0925011081745963,0.0925011081745963,0.107494298653669,0.127288979828042,0.0878705193032458,0.0885424015238163,0.107995050858698,0.153772432719801,0.160104416643139,0.139836631000637,0.177403069031151,0.179291641468794,0.165194727596522,0.117125270302062,0.00698801296126857,0.135275795084619,0.167510687372199,0.113262250207132,0.0799434629239677,0.0862587354656941
341,0.22055426488163,0.00936575236257545,0.249600937199645,0.285848890658302,0.301793922067656,0.186668103976389,0.172692614232172,0.0784247021670298,0.0371450835278891,0.0318294942565101,0.122685390984216,0.125137208645422,0.233161696573959,0.23517753811814,0.0218075679173649,0.220725247403458,0.251660163765147,0.180598630275179,0.245115702805611,0.216776612347879,0.0385892254695543,0.243845005706114,0.220456061858953,0.110754101168188,0.189598474310917,0.214874747830185,0.124832691154936,0.011075255703748,0,0,0.241147266769906,0.221999149616514,0.228809698551227,0.234158231409386,0.263876905633387,0.251174820549946,0.228113853837401,0.184394884014526,0.171106295361262,0.218372026869202,0.251436940116868,0.234695887804165,0.224397837199549,0.254661640138789,0.018715026998427,0.258344172611976,0.213846775892626,0.233564522345457,0.245590566071055,0.0707390258237335
347,0.37383525902342,0.161058654361237,0.37616357916355,0.389710528253829,0.406599948505057,0.35480362009053,0.351737076097033,0.34289214469561,0.355756702524808,0.302884265005453,0.299032699193659,0.296485723498856,0.377992893340646,0.376001466957407,0.119104222554809,0.38716393409891,0.408349222575378,0.347653565051441,0.404689793506625,0.41587713199276,0.117806251231936,0.403071955348119,0.373273445982682,0.0243888530071223,0.357555312249813,0.375209100029101,0.296244617366392,0.261201446249883,0.0404438311342723,0.375771879653389,0.375771879653389,0.38035902593452,0.373053832157083,0.374428947370291,0.35876227400744,0.370541417429117,0.380771624697156,0.355112096480828,0.347748703758851,0.375457508267663,0.377834263345706,0.380132245816991,0.383137110258925,0.357674887906357,0.104279365215156,0.278184594739125,0.375818833560179,0.377887395385497,0.405490286747308,0.0194688263556838
350,0.166397872869639,0.000174273142143576,0.0236728693643782,0.0760008479988905,0.0807785693555831,0.161301776235731,0.122557734289895,0.0830244223513184,0.039295654392488,0.0215492814361502,0.0813101179449457,0.0864915030579135,0.156368314941114,0.190728534928305,0.00329028854729501,0.151198628927786,0.230980744508891,0.118258355263934,0.253426798491337,0.267709931266661,0.00331396511479528,0.200484346522534,0.16670473154803,0.205534354199687,0.201707292694516,0.151542676042514,0.0837981635504668,0.0470365144134287,0,0,0.148141042092912,0.153549988652354,0.153549988652354,0.200115802166056,0.121267444812883,0.121333267614297,0.160859691071032,0.18906974196878,0.199750029031687,0.176980858237732,0.167600782190744,0.161326878687429,0.16813563070023,0.232602967170335,0.00284998363372035,0.217139566381504,0.151679982806056,0.156489766868858,0.253311414945768,0.167121639149442
362,0.364559558730979,0.0737311366562736,0.475023511157474,0.41468894532085,0.329946652451343,0.331040375505108,0.229163190924986,0.15700896247279,0.236261988467936,0.113403899601928,0.102074078944899,0.107264669887588,0.410884615715232,0.426650649605954,0.0164478565822247,0.39760941698416,0.454165717393742,0.137373218749119,0.443991610874147,0.424264403586935,0.0195678859603675,0.46492738075167,0.36399667562661,0.342296025587156,0.347989611354863,0.3598943929294,0.107264178791357,0.0175990877457812,0.031505190998148,0.269383489874232,0.269383489874232,0.336037333744404,0.336037333744404,0.423494377670119,0.221492741449963,0.250213799782572,0.355613500517156,0.380943675117088,0.364721784020814,0.392175667157268,0.393627588798432,0.429230563605097,0.457028083815582,0.450067516375152,0.0102815262381082,0.317731291166442,0.359551498661268,0.411796699320204,0.445869612185183,0.159014524766593
363,0.190630663747652,0.000381694948901141,0.0256187855350048,0.0469684942225208,0.0861929321197871,0.221101772261704,0.258667677679024,0.335049647600528,0.190137506546687,0.20046073377416,0.120932474655813,0.129527128309577,0.189772698823094,0.0521904785748001,0.0214745948120937,0.0881538834469223,0.196053928896394,0.0920750704597743,0.196896119964742,0.0157833251725817,0.0173335062618112,0.0899758532861539,0.189589428725032,0.375251284313719,0.0205321393232861,0.0798172633392126,0.129145345819447,0.342927117145222,0,0.116586946612913,0.122095971064213,0.122095971064213,0.122095971064213,0.0515617011633123,0.0974522190189565,0.0982030242153231,0.165081304075113,0.278864810092128,0.304293651850091,0.197996036020216,0.196478415770407,0.191895287814516,0.17302460386472,0.156639091785734,0.0205456352091054,0.00596873297823,0.0804826648117938,0.190342838087061,0.19776799699787,0.318101559530426
367,0.311346983147261,0.0220965299312613,0.211975907457753,0.2471332417266,0.237908776256944,0.332069387438925,0.335407616167126,0.34469850431212,0.339416214494965,0.309733665738214,0.224490245862478,0.228179080120169,0.299625726305693,0.159940239538153,0.0948658267228519,0.30443837602132,0.357912238348229,0.304661324973293,0.362120750003064,0.164412850265931,0.129909345837463,0.365253476736044,0.310845866220227,0.112162491998094,0.123045815136023,0.321712281903759,0.227092262411118,0.26442753912497,0,0.261071469269542,0.301242261753608,0.301242261753608,0.301242261753608,0.15959941086813,0.250788902797354,0.262423968840927,0.307929867164998,0.309676388988707,0.30390981729057,0.319095732056314,0.309241005828672,0.288888941522257,0.291708799924537,0.222549769166483,0.0747202486694279,0.0194872396144697,0.322008203355835,0.300446626192472,0.3627470907446,0.133618960239296
375,0.308634285688001,0.216326347292426,0.31046996124236,0.302392110518171,0.334957889394616,0.304873638424453,0.29700533274167,0.279207721532746,0.239515996760994,0.191918715091295,0.27570908588473,0.257868956030477,0.316482968821043,0.275900268437268,0.162207953389198,0.29440391052129,0.320739392918623,0.245637399732918,0.305929326162773,0.228561127380818,0.175071710233604,0.248485957360063,0.305395202294356,0.235396195346377,0.147853254713578,0.2745240896123,0.257746639204943,0.222602891384953,0.00208333333333333,0.329225641526661,0.288236494709841,0.292573637411726,0.292573637411726,0.273738805962758,0.355627831511958,0.346338383364101,0.309428996658897,0.302635020893864,0.301076397584525,0.300837413353288,0.331492053913479,0.322275179827729,0.298286018352095,0.220637606143203,0.156712042272127,0.119112539055787,0.274560613004601,0.315867437350662,0.306326277316177,0.283068077200402
378,0.0851202409546561,0.00956205445783298,0.113314799139889,0.123521398222426,0.0946798804011733,0.079505068548819,0.0795393128078462,0.100983162911278,0.0648333740034328,0.00376740109618701,0.0762862851267062,0.0648634864096915,0.0928617160347439,0.0788254252034571,0.00237441101061251,0.0499319895327985,0.0791602176647604,0.075340161142171,0.0751125390181854,0.078130267414612,0.00829484107660612,0.0545047476104881,0.0850820726603938,0.00446326209508448,0.0983794825737715,0.0900132071228069,0.0648914898836424,0.15654427646514,0,0,0.0951711974613926,0.0786098656882927,0.0811379260053613,0.0789453347542497,0.10305723674009,0.100681224868276,0.0866560461161366,0.0659301358615592,0.0547354545389546,0.0793250758287758,0.0797635593509793,0.0712738730188469,0.0771661018275813,0.0751344007141339,0.00163969869084899,0.103910564547733,0.0901634044184986,0.0928756665308174,0.0750882443321663,0.000452543620327284
