Row,WCrobust04
307,0.745432404171953
310,0.752787466417024
321,0.519166700354821
325,0.652922572903217
330,0.643312987572299
336,0.563388186049242
341,0.720492581623821
344,0.393097248622284
345,0.648554709532193
347,0.788350379880345
350,0.869287053011653
353,0.8636723475336
354,0.539690473130099
355,0.53701171027721
356,0.230264016625766
362,0.861046263081249
363,0.506448000726926
367,0.474421380213615
372,0.824234499083458
375,0.638108172718682
378,0.570764204468715
379,0.682717918449517
389,0.508020510404604
393,0.845099905592174
394,0.0436513574792654
397,0.835460119726482
399,0.597842314460531
400,0.731496444291758
404,0.596287319976753
408,0.63590709373277
414,0.580505790872581
416,0.763828284557326
419,0.618145207880328
422,0.826713859923037
423,0.807783271854807
426,0.328278264390912
427,0.735860976820927
433,0.209274937478
435,0.428860797919407
436,0.739688310078306
439,0.508900753061951
442,0.702604733279688
443,0.485571720198799
445,0.903410659758605
614,0.832647025018249
620,0.692366385558891
626,0.749530350615413
646,0.830440267014783
677,0.705872956533239
690,0.583575498586802
