Row,WCrobust0405
307,0.766720054213503
310,0.856276181765399
321,0.466364465723909
325,0.66894312882716
330,0.660914208456469
336,0.333861078585657
341,0.501684849707885
344,0.0694312219367773
345,0.5
347,0.803120781176964
350,0.8165901947516
353,0.83895741217606
354,0.925618047079713
355,0.234727235123015
356,0
362,0.846492634828767
363,0.475209145872919
367,0.301483338349531
372,0.887997219242412
375,0.181055411737854
378,0.903252100073854
379,0.476846588700353
389,0.642795144036137
393,0.828949311186872
394,0.786377752366062
397,0.870496024662061
399,0.464906538191514
400,0.493197002744486
404,0.45335453111193
408,0.753720757797401
414,0.404839104136553
416,0.94497705842548
419,0.386270888161004
422,0.861137556126445
423,0.577059981326522
426,0.555813783932769
427,0.488496936506655
433,0.650891110888442
435,0.437292271210361
436,0.517211038323575
439,0.43506249417333
442,1
443,0.840840418109472
445,1
614,0.968189605900524
620,0.628060866115996
626,0.762801156959105
646,0.675829989444895
677,0.575533869472297
690,0.291479885843405
