Row,rpd_wcrobust04_1,rpd_wcrobust04_10,rpd_wcrobust04_11,rpd_wcrobust04_12,rpd_wcrobust04_13,rpd_wcrobust04_14,rpd_wcrobust04_15,rpd_wcrobust04_16,rpd_wcrobust04_17,rpd_wcrobust04_18,rpd_wcrobust04_19,rpd_wcrobust04_2,rpd_wcrobust04_20,rpd_wcrobust04_21,rpd_wcrobust04_22,rpd_wcrobust04_23,rpd_wcrobust04_24,rpd_wcrobust04_25,rpd_wcrobust04_26,rpd_wcrobust04_27,rpd_wcrobust04_28,rpd_wcrobust04_29,rpd_wcrobust04_3,rpd_wcrobust04_30,rpd_wcrobust04_31,rpd_wcrobust04_32,rpd_wcrobust04_33,rpd_wcrobust04_34,rpd_wcrobust04_35,rpd_wcrobust04_36,rpd_wcrobust04_37,rpd_wcrobust04_38,rpd_wcrobust04_39,rpd_wcrobust04_4,rpd_wcrobust04_40,rpd_wcrobust04_41,rpd_wcrobust04_42,rpd_wcrobust04_43,rpd_wcrobust04_44,rpd_wcrobust04_45,rpd_wcrobust04_46,rpd_wcrobust04_47,rpd_wcrobust04_48,rpd_wcrobust04_49,rpd_wcrobust04_5,rpd_wcrobust04_50,rpd_wcrobust04_51,rpd_wcrobust04_52,rpd_wcrobust04_53,rpd_wcrobust04_54,rpd_wcrobust04_55,rpd_wcrobust04_56,rpd_wcrobust04_57,rpd_wcrobust04_58,rpd_wcrobust04_6,rpd_wcrobust04_7,rpd_wcrobust04_8,rpd_wcrobust04_9
321,0.405986427160493,0,0.241540493481322,0.377816771792484,0.415896077603885,0.401194074012821,0.407920575552674,0.0796192571145648,0.222047036695657,0.058224706109112,0.386469433509203,0.396418526106018,0.401879498730795,0.4274940421852,0.0706362235274808,0.334225110278099,0.434690472367927,0.330926851461466,0.343503059253288,0.317951021713284,0.085853983339548,0.269914041786004,0.405347666881988,0.332523338685682,0.29174440127335,0.339110630632035,0.396369741524471,0.0376914102064701,0,0,0.408321981283124,0.408321981283124,0.406155074402864,0.427733159079494,0.378196909576961,0.384928145685844,0,0.0296822737115599,0.0300348662273133,0.38152684041984,0.184414925042841,0.149944434290583,0.233167114730168,0.210706875090056,0.0741434613115372,0.129965896421395,0.365015835120218,0.350678417712373,0.339634860399427,0.338716773847718,0.303429269148985,0.293599048583341,0.240457604503202,0.292216083390225,0.339210250944174,0.40201965326458,0.343256011001318,0.339577141689874
336,0.203939824823184,0,0.113486173256716,0.165097426240063,0.219209908131785,0.198107327690061,0.188948364910107,0.035086680837237,0,0,0.256103540788377,0.2615550626774,0.245240610845722,0.19794313937958,0.0690960630850088,0.196085712586791,0.262141053347789,0.207883497936466,0.257721896749984,0.188408347075487,0.0710417783041677,0.252606386623295,0.203595750728926,0.122899246445035,0.0425446527457459,0.199060781763285,0.260627211059877,0,0,0,0,0,0.188401102749226,0.198107100213922,0.180978472364673,0.180997267200762,0,0,0,0.0338498968526232,0,0.0334350039099573,0.146806562974003,0.137834227894386,0.0172120602566337,0.0757247229232213,0.291859523129703,0.302079526848937,0.301002100568366,0.319457987265916,0.313297278306142,0.304169204893714,0.301761504211746,0.281554096182109,0.198981928546156,0.245115281227701,0.259540644838005,0
341,0.600979655437283,0.0643282235706576,0.587235022860649,0.609765772447989,0.62357802471409,0.522681208139087,0.522867678055327,0.420016748424323,0.321001271713866,0.267978580704472,0.590479629398775,0.54775114840096,0.6090127043762,0.641641345253269,0.272778903735229,0.552636743382361,0.655146610525147,0.556437890342142,0.635146199641399,0.615488673413446,0.286329453868678,0.554421411805016,0.600388064754662,0.42433216789913,0.523361371146646,0.557319584820764,0.547667095072434,0.202579360311048,0,0,0,0.611574740755704,0.611574740755704,0.635953947074114,0.581891258598255,0.606035020038044,0,0,0,0.508907544208322,0.546211035942149,0.569554915531623,0.58431708126072,0.607851640667453,0.247828631592748,0.594544491168531,0.575250163275051,0.564096912835294,0.546245415428148,0.554615262947832,0.553160807490598,0.553187962163733,0.59847127411159,0.616420644810027,0.557966806711955,0.607362882505299,0.634603411657555,0.537942248398496
347,0.725491772941282,0.366471734075222,0.678934359624926,0.706213841752306,0.731615065971758,0.707687940252926,0.718248374835093,0.689926096232155,0.69996105514724,0.651164679660068,0.69673421878564,0.705610748569674,0.719296476001648,0.693302551409354,0.523326694347946,0.678765848664991,0.761927591371619,0.730678421486821,0.764783547424289,0.740022242845567,0.566156552338397,0.715072170929634,0.725049364989575,0.7026725857245,0.650026427249905,0.667730424003128,0.705894151598742,0.654613349910257,0.084834796777662,0.0135832499325367,0.727434330019706,0.72842199295437,0.728026073699669,0.693415575656294,0.683257887992859,0.695934331655627,0.0133800347926349,0,0.00748414447512232,0.711591694456467,0.715369020917486,0.676220083079954,0.582110507384557,0.529674031182826,0.514554112430194,0.397780772703192,0.689540826051843,0.687300813324132,0.641545578625144,0.681398505338972,0.65782612672882,0.596472821764667,0.531224968954556,0.544990653479311,0.667378036753238,0.719532335328957,0.764845044990755,0.648367958199902
350,0.433441268301161,0.0150237630645222,0.204448437521974,0.328542415716621,0.335462018636054,0.436751990117304,0.360214007614576,0.311352892596679,0.279751263375734,0.183298164996126,0.33429893727446,0.342749029728553,0.419806907005986,0.493992004698599,0.150075549801999,0.451248459811645,0.510445641629926,0.392843166847107,0.523090770811761,0.536107726783691,0.131232330133296,0.477647698795213,0.43362237567822,0.476473454229382,0.506412373861476,0.467558454217265,0.335580938494071,0.275657293264129,0,0,0.41373311819978,0.413753881419519,0.426748508244498,0.502810274476971,0.374780762476494,0.3777065389336,0,0,0,0.433904326763233,0.454385679041703,0.434881938989199,0.542416208243537,0.484383935408313,0.139197107039613,0.290509424645078,0.528816653117905,0.519044160861851,0.542155388837446,0.491431629578265,0.490798970415678,0.467298335680036,0.354004087385622,0.291361579297825,0.467413719589106,0.419817679947378,0.523050797478169,0.434143725867378
362,0.547467688278526,0.262639843372522,0.649441961947972,0.524756461663027,0.418509358975439,0.474494539063182,0.367396328381934,0.208208926113412,0.227594752129754,0.512422296871303,0.230594900397242,0.176168121599589,0.642034398958839,0.587328318504472,0.0981643186010251,0.622320145461574,0.616747550443552,0.242405315197729,0.543610891637927,0.505356329804568,0.0902545277776414,0.600170406708882,0.548150963241501,0.561650457200052,0.494843424944999,0.605238131867001,0.176508971902846,0.0896074528482583,0,0,0,0.478998750213755,0.49746507166872,0.579981617642377,0.32799007227652,0.335388908263049,0.471689014715302,0.734975875935693,0.756533464047216,0.53732527389493,0.549218965914036,0.521674696659575,0.40114061214818,0.357354688459369,0.0658404071728942,0.224268539025712,0.669247136528349,0.672283618912778,0.62236995698542,0.624900906286854,0.616703191800731,0.518843956369299,0.501332640184326,0.429099412121052,0.605086701667286,0.641996841331489,0.544042629851018,0.535378255397004
363,0.61411529078489,0.0110364360748627,0.187637704256747,0.386033495323876,0.510935612325839,0.684559094334331,0.741199696035516,0.711889824649446,0.685053218461402,0.543330963956546,0.49641992521899,0.482298635283867,0.628137985822667,0.281731384827738,0.304313380351318,0.343687982142194,0.570618467579972,0.423147685346708,0.557015469304848,0.105166349565291,0.21379557267453,0.307108011466514,0.614326963487327,0.554766349845304,0.124047762955618,0.311580958180831,0.482370450811843,0.633340486715038,0,0,0,0.629228577749457,0.629228577749457,0.278644279158674,0.635741791147456,0.635622686537784,0,0,0,0.470004217650593,0.437972850227394,0.493094473531951,0.503068784083095,0.516733294991751,0.269229457345224,0.146387526562523,0.484273758602432,0.474074276889921,0.486801582020711,0.524376301768778,0.544967696875849,0.470465317051992,0.15813955847731,0.157626382854414,0.309299547364165,0.627772259049985,0.556873311994162,0.447770260666218
367,0.48705712678083,0.0335453237367584,0.323751101329257,0.391828372623739,0.391635594642512,0.506372431976039,0.593451218515016,0.587658084333506,0.61650857225594,0.604233057306826,0.34923507548246,0.353906562168988,0.483759317181907,0.214092912194509,0.207664938118236,0.461016328581176,0.498411754399755,0.491640433823487,0.519570739333431,0.122637248771316,0.263558599088667,0.482429809232404,0.487213732824366,0.126076512771662,0.12980859530025,0.477883394247828,0.353861222692207,0.41259199539863,0,0,0.474261782018046,0.488901012788553,0.488901012788553,0.214223268374675,0.408118339577397,0.431723575182145,0,0,0,0.419423001310392,0.119042613059489,0.19336095001406,0.0332968823971344,0.0128188079566719,0.209844892340068,0.0179289105641313,0.313971919511693,0.14859292952434,0.161684910423637,0.074334395134555,0.0518595876684499,0.0408594999393352,0.0297509773667097,0.0238888983887542,0.477715153138847,0.484000869944173,0.519466152640751,0.204553929273187
375,0.322295584226735,0.0203775343346235,0.116030160714383,0.251524025357489,0.262414009432572,0.346058439028603,0.359037602175967,0.371245256928592,0.370174710921371,0.3883472467885,0.410648964526129,0.387432978203727,0.363888590230241,0.116369270446882,0.0593851727766097,0.191263998361899,0.334076520177431,0.339022745459518,0.282284139729859,0.0933843966975789,0.0584069280472452,0.137985338783058,0.321811473195763,0.276901043729665,0.0867070336819498,0.153946481349053,0.387772809537394,0.400216339856199,0,0,0.265835043728296,0.316922760337513,0.316922760337513,0.115553903112026,0.122866030622249,0.124186345886894,0.271111844158845,0.405163780381012,0.412577536759151,0.314111565569883,0.31589098912012,0.280580849362881,0.244082139289085,0.0148944364331828,0.0576661307841744,0.00770022963677794,0.283632093991607,0.0446746328520637,0.0453489358877843,0.0447554608518747,0.0447708235417569,0.0419366491639187,0.0359721430714224,0.0536716161607034,0.153975202081245,0.364292319693564,0.281657227384953,0.259254682986814
378,0.241566104828069,0,0.258483885334928,0.266122564147773,0.302170867261184,0.242312328658716,0.214165201569919,0.0964914984391608,0.0697581170648129,0.195763967836886,0.109517247955887,0.114109078344126,0.228709952998394,0.231438046156193,0.0527457463026809,0.270410503946312,0.23074159831433,0.127973198571039,0.241471569433952,0.268346883117814,0.11687706183099,0.250762193344851,0.241681059985853,0.0288332336409338,0.333783796837779,0.271046355572523,0.114127786694083,0.0304202722612105,0,0,0.226984322318987,0.226984322318987,0.226340722019856,0.230512589019922,0.324243351379814,0.313005411909794,0.242268650027496,0.191881654026447,0.175425179711363,0.058452027496391,0.104990739947479,0.0724895624989498,0.0764844990062721,0.0633779602492205,0.0382159877782216,0.0263204820294603,0.165721069125888,0.166162784424949,0.157835576270494,0.154483096002171,0.16098352919384,0.172811050175,0.225864637406385,0.216721772009692,0.270735251957008,0.223030364280838,0.241147437392651,0.0220472113183456
