Row,WCrobust04
307,0.554100788073148
310,0.644325428331934
321,0.428890886666487
325,0.465170683634637
330,0.357612785955158
336,0.365982657698725
341,0.553158181706969
344,0.168916053751359
345,0.537738456618524
347,0.588484461000722
350,0.731442980853781
353,0.633727330665021
354,0.696968375357609
355,0.366089520429413
356,0.0602609835155285
362,0.696855064840368
363,0.334475890469234
367,0.395256745866634
372,0.554314211118773
375,0.195808532059387
378,0.487257391466364
379,0.507179953727746
389,0.617200023283228
393,0.671243617315689
394,0.0111194493983522
397,0.732787472340066
399,0.466896600214767
400,0.602607891753624
404,0.334457831546132
408,0.368610779007965
414,0.453674700160273
416,0.675707273493064
419,0.564510373608374
422,0.698814760820484
423,0.538156882155477
426,0.398347883429466
427,0.503528183647782
433,0.193138578300784
435,0.210199557774848
436,0.492749078702817
439,0.440493402564481
442,0.833969597680649
443,0.501992827317225
445,0.786878045439295
614,0.74764893146019
620,0.493705341727413
626,0.60612326174696
646,0.707927362613046
677,0.680421493581695
690,0.4198048583643
