topic_id,rpl_wcrobust04_1,rpl_wcrobust04_10,rpl_wcrobust04_11,rpl_wcrobust04_12,rpl_wcrobust04_13,rpl_wcrobust04_14,rpl_wcrobust04_15,rpl_wcrobust04_16,rpl_wcrobust04_17,rpl_wcrobust04_18,rpl_wcrobust04_19,rpl_wcrobust04_2,rpl_wcrobust04_20,rpl_wcrobust04_21,rpl_wcrobust04_22,rpl_wcrobust04_23,rpl_wcrobust04_24,rpl_wcrobust04_25,rpl_wcrobust04_26,rpl_wcrobust04_27,rpl_wcrobust04_28,rpl_wcrobust04_29,rpl_wcrobust04_3,rpl_wcrobust04_30,rpl_wcrobust04_31,rpl_wcrobust04_32,rpl_wcrobust04_33,rpl_wcrobust04_34,rpl_wcrobust04_35,rpl_wcrobust04_36,rpl_wcrobust04_37,rpl_wcrobust04_38,rpl_wcrobust04_39,rpl_wcrobust04_4,rpl_wcrobust04_40,rpl_wcrobust04_41,rpl_wcrobust04_42,rpl_wcrobust04_43,rpl_wcrobust04_44,rpl_wcrobust04_45,rpl_wcrobust04_46,rpl_wcrobust04_47,rpl_wcrobust04_48,rpl_wcrobust04_49,rpl_wcrobust04_5,rpl_wcrobust04_50,rpl_wcrobust04_6,rpl_wcrobust04_7,rpl_wcrobust04_8,rpl_wcrobust04_9
307,0.42133333333333334,0.0,0.0,0.128,0.0,0.2506666666666667,0.5786666666666667,0.5786666666666667,0.45066666666666666,0.45066666666666666,0.3786666666666667,0.1706666666666667,0.42133333333333334,0.128,0.0,0.128,0.2986666666666667,0.0,0.1706666666666667,0.0,0.0,0.128,0.42133333333333334,0.0,0.0,0.3786666666666667,0.1706666666666667,0.5786666666666667,0.128,0.256,0.256,0.3413333333333334,0.3413333333333334,0.128,0.128,0.128,0.5493333333333333,0.7493333333333333,0.6213333333333333,0.4693333333333334,0.3413333333333334,0.3786666666666667,0.2986666666666667,0.128,0.0,0.0,0.3786666666666667,0.42133333333333334,0.1706666666666667,0.1706666666666667
310,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.2986666666666667,0.2986666666666667,0.2986666666666667,0.128,0.0,0.0,0.2986666666666667,0.1706666666666667,0.128,0.256,0.0,0.0,0.0,0.0,0.128,0.128,0.1706666666666667,0.0,0.0,0.128,0.0,0.0,0.0,0.128,0.128,0.128,0.1706666666666667,0.128,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.128,0.1706666666666667,0.2986666666666667,0.128,0.0,0.128,0.2986666666666667,0.0,0.1706666666666667
321,0.1706666666666667,0.0,0.128,0.128,0.128,0.1706666666666667,0.0,0.0,0.1706666666666667,0.0,0.1706666666666667,0.0,0.5493333333333333,0.0,0.0,0.2506666666666667,0.2506666666666667,0.0,0.0,0.0,0.0,0.1706666666666667,0.1706666666666667,0.45066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1706666666666667,0.1706666666666667,0.1706666666666667,0.0,0.2506666666666667,0.2506666666666667,0.1706666666666667,0.3786666666666667,0.5786666666666667,0.128,0.0,0.128,0.128,0.0,0.0,0.0,0.0,0.5493333333333333,0.0,0.1706666666666667
325,0.8773333333333334,0.128,0.3786666666666667,0.7493333333333333,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.8773333333333334,1.0,0.872,0.8293333333333333,0.6213333333333333,0.8773333333333334,0.7066666666666667,0.0,0.8773333333333334,0.92,0.2506666666666667,0.92,0.7493333333333333,0.0,0.92,0.8773333333333334,0.8293333333333333,0.7493333333333333,0.8773333333333334,0.6213333333333333,0.7493333333333333,0.0,0.0,0.0,0.0,0.8773333333333334,0.7066666666666667,0.7066666666666667,0.7066666666666667,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.9573333333333334,0.2986666666666667,0.0,0.0,0.8773333333333334,0.8773333333333334,0.92,0.8293333333333333
330,0.5786666666666667,0.0,0.0,0.1706666666666667,0.128,0.5786666666666667,0.5786666666666667,0.5786666666666667,0.5786666666666667,0.0,0.0,0.0,0.5786666666666667,0.7013333333333334,0.0,0.3786666666666667,0.5786666666666667,0.0,0.45066666666666666,0.42133333333333334,0.0,0.3786666666666667,0.5786666666666667,0.7013333333333334,0.6293333333333333,0.5493333333333333,0.0,0.0,0.0,0.0,0.5786666666666667,0.5786666666666667,0.5786666666666667,0.7013333333333334,0.45066666666666666,0.45066666666666666,0.5786666666666667,0.7013333333333334,0.7013333333333334,0.6213333333333333,0.5786666666666667,0.2986666666666667,0.6213333333333333,0.7013333333333334,0.0,0.6213333333333333,0.5493333333333333,0.5786666666666667,0.45066666666666666,0.7013333333333334
336,0.6213333333333333,0.0,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.128,0.0,0.6213333333333333,0.1706666666666667,0.0,0.6213333333333333,0.6213333333333333,0.128,0.6213333333333333,0.1706666666666667,0.0,0.42133333333333334,0.6213333333333333,0.6213333333333333,0.0,0.6213333333333333,0.0,0.45066666666666666,0.0,0.0,0.0,0.45066666666666666,0.6213333333333333,0.1706666666666667,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.1706666666666667,0.0,0.1706666666666667,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.45066666666666666
341,0.5786666666666667,0.128,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.5786666666666667,0.5786666666666667,0.45066666666666666,0.45066666666666666,0.6213333333333333,0.2986666666666667,0.2986666666666667,0.6213333333333333,0.128,0.0,0.42133333333333334,0.45066666666666666,0.128,0.5786666666666667,0.0,0.0,0.45066666666666666,0.5786666666666667,0.2986666666666667,0.0,0.1706666666666667,0.2986666666666667,0.2986666666666667,0.0,0.0,0.0,0.5786666666666667,0.5786666666666667,0.128,0.45066666666666666,0.45066666666666666,0.5786666666666667,0.3413333333333334,0.2986666666666667,0.5786666666666667,0.45066666666666666,0.45066666666666666,0.0,0.0,0.0,0.2986666666666667,0.1706666666666667,0.6213333333333333,0.5786666666666667,0.1706666666666667
344,0.45066666666666666,0.0,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.2986666666666667,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.2986666666666667,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.0,0.0,0.0,0.0,0.0,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.1706666666666667,0.1706666666666667,0.2506666666666667,0.1706666666666667,0.2986666666666667,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666,0.45066666666666666
345,0.5493333333333333,0.2986666666666667,0.4693333333333334,0.42133333333333334,0.0,0.5013333333333334,0.3786666666666667,0.2506666666666667,0.2506666666666667,0.1706666666666667,0.2986666666666667,0.1706666666666667,0.8,0.2986666666666667,0.0,0.5013333333333334,0.2506666666666667,0.128,0.2986666666666667,0.0,0.0,0.5013333333333334,0.5493333333333333,0.45066666666666666,0.3786666666666667,0.5013333333333334,0.1706666666666667,0.0,0.0,0.0,0.0,0.5493333333333333,0.5493333333333333,0.2986666666666667,0.2986666666666667,0.2986666666666667,0.5493333333333333,0.6719999999999999,0.6719999999999999,0.5493333333333333,0.5493333333333333,0.5920000000000001,0.3786666666666667,0.1706666666666667,0.0,0.0,0.5013333333333334,0.8,0.2986666666666667,0.7493333333333333
347,0.6213333333333333,0.0,0.6213333333333333,0.5786666666666667,0.45066666666666666,0.5786666666666667,0.5786666666666667,0.8773333333333334,0.8773333333333334,0.8773333333333334,0.45066666666666666,0.45066666666666666,0.7013333333333334,0.2506666666666667,0.0,0.42133333333333334,0.6213333333333333,0.45066666666666666,0.45066666666666666,0.2506666666666667,0.0,0.7013333333333334,0.6213333333333333,0.5920000000000001,0.1706666666666667,0.6719999999999999,0.45066666666666666,0.45066666666666666,0.0,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.6213333333333333,0.2506666666666667,0.0,0.0,0.5786666666666667,0.8293333333333333,0.7493333333333333,0.6213333333333333,0.7013333333333334,0.5786666666666667,0.45066666666666666,0.2506666666666667,0.0,0.0,0.6293333333333333,0.7013333333333334,0.45066666666666666,0.8773333333333334
