Row,WCrobust0405,rpl_wcrobust0405_1,rpl_wcrobust0405_10,rpl_wcrobust0405_11,rpl_wcrobust0405_12,rpl_wcrobust0405_13,rpl_wcrobust0405_14,rpl_wcrobust0405_15,rpl_wcrobust0405_16,rpl_wcrobust0405_17,rpl_wcrobust0405_18,rpl_wcrobust0405_19,rpl_wcrobust0405_2,rpl_wcrobust0405_20,rpl_wcrobust0405_21,rpl_wcrobust0405_22,rpl_wcrobust0405_23,rpl_wcrobust0405_24,rpl_wcrobust0405_25,rpl_wcrobust0405_26,rpl_wcrobust0405_27,rpl_wcrobust0405_28,rpl_wcrobust0405_29,rpl_wcrobust0405_3,rpl_wcrobust0405_30,rpl_wcrobust0405_31,rpl_wcrobust0405_32,rpl_wcrobust0405_33,rpl_wcrobust0405_34,rpl_wcrobust0405_35,rpl_wcrobust0405_36,rpl_wcrobust0405_37,rpl_wcrobust0405_38,rpl_wcrobust0405_39,rpl_wcrobust0405_4,rpl_wcrobust0405_40,rpl_wcrobust0405_41,rpl_wcrobust0405_42,rpl_wcrobust0405_43,rpl_wcrobust0405_44,rpl_wcrobust0405_45,rpl_wcrobust0405_46,rpl_wcrobust0405_47,rpl_wcrobust0405_48,rpl_wcrobust0405_49,rpl_wcrobust0405_5,rpl_wcrobust0405_50,rpl_wcrobust0405_6,rpl_wcrobust0405_7,rpl_wcrobust0405_8,rpl_wcrobust0405_9
307,0.8,0.81,0.64,0.78,0.81,0.82,0.82,0.75,0.76,0.73,0.74,0.77,0.78,0.8,0.84,0.23,0.77,0.78,0.85,0.82,0.85,0.21,0.83,0.81,0.33,0.73,0.8,0.77,0.74,0.19,0.83,0.8,0.8,0.81,0.85,0.77,0.79,0.81,0.82,0.82,0.83,0.83,0.85,0.84,0.82,0.25,0.7,0.8,0.8,0.82,0.12
310,0.48,0.47,0.23,0.49,0.48,0.47,0.47,0.47,0.45,0.43,0.39,0.41,0.41,0.47,0.43,0.21,0.45,0.46,0.38,0.46,0.45,0.19,0.44,0.47,0.52,0.41,0.44,0.41,0.35,0,0.15,0.46,0.47,0.47,0.43,0.45,0.45,0.47,0.5,0.5,0.47,0.48,0.48,0.42,0.4,0.22,0.4,0.44,0.47,0.47,0.52
321,0.53,0.48,0,0.34,0.51,0.57,0.52,0.3,0.27,0.19,0.17,0.51,0.54,0.51,0.44,0.01,0.28,0.46,0.59,0.5,0.35,0.03,0.25,0.48,0.29,0.24,0.34,0.54,0.11,0,0,0.49,0.5,0.48,0.45,0.2,0.26,0.47,0.52,0.49,0.5,0.52,0.53,0.53,0.51,0.01,0.43,0.34,0.51,0.5,0.22
325,0.96,0.94,0.72,0.91,0.92,0.91,0.94,0.93,0.93,0.93,0.91,0.94,0.93,0.95,0.9,0.49,0.84,0.94,0.94,0.93,0.85,0.49,0.82,0.94,0.76,0.77,0.84,0.93,0.92,0.94,0.94,0.93,0.93,0.94,0.9,0.86,0.93,0.94,0.9,0.9,0.94,0.94,0.93,0.92,0.93,0.5,0.79,0.84,0.95,0.93,0.66
330,0.25,0.23,0.11,0.17,0.26,0.24,0.24,0.26,0.19,0.18,0.01,0.21,0.22,0.24,0.22,0.08,0.19,0.25,0.24,0.23,0.24,0.08,0.28,0.23,0.13,0.21,0.24,0.22,0.17,0.21,0.21,0.21,0.24,0.24,0.22,0.19,0.21,0.25,0.24,0.23,0.22,0.24,0.24,0.24,0.21,0.08,0.19,0.24,0.23,0.23,0.19
336,0.41,0.42,0.13,0.38,0.42,0.46,0.44,0.38,0.29,0.3,0.22,0.41,0.41,0.44,0.43,0.06,0.4,0.42,0.42,0.44,0.43,0.15,0.42,0.42,0.37,0.37,0.41,0.41,0.23,0.05,0.05,0.42,0.42,0.43,0.44,0.41,0.41,0.42,0.39,0.39,0.42,0.42,0.42,0.42,0.43,0.08,0.42,0.41,0.44,0.44,0.35
341,0.41,0.4,0.21,0.38,0.39,0.37,0.39,0.4,0.38,0.3,0.24,0.36,0.36,0.4,0.4,0.03,0.37,0.39,0.31,0.4,0.39,0.07,0.35,0.4,0.38,0.38,0.37,0.36,0.31,0,0,0.4,0.4,0.4,0.4,0.38,0.38,0.4,0.4,0.4,0.4,0.38,0.4,0.41,0.41,0.05,0.4,0.37,0.4,0.4,0.37
344,0.28,0.29,0.08,0.24,0.27,0.27,0.26,0.27,0.11,0.09,0.08,0.24,0.24,0.29,0.31,0.03,0.2,0.26,0.21,0.26,0.24,0.04,0.2,0.29,0.21,0.18,0.2,0.24,0.05,0,0.03,0.26,0.31,0.31,0.3,0.24,0.25,0.28,0.3,0.29,0.29,0.28,0.29,0.3,0.3,0.04,0.3,0.2,0.29,0.26,0.27
345,0.86,0.85,0.54,0.84,0.85,0.86,0.84,0.79,0.73,0.63,0.54,0.85,0.84,0.87,0.78,0.42,0.81,0.86,0.79,0.85,0.7,0.45,0.79,0.85,0.37,0.65,0.82,0.84,0.68,0,0,0,0.85,0.85,0.78,0.86,0.84,0.86,0.84,0.78,0.85,0.85,0.86,0.84,0.81,0.41,0.81,0.82,0.87,0.85,0.41
347,0.5,0.51,0.23,0.46,0.52,0.53,0.51,0.52,0.48,0.51,0.42,0.48,0.5,0.5,0.56,0.06,0.42,0.48,0.52,0.51,0.56,0.05,0.49,0.51,0.09,0.44,0.46,0.5,0.46,0.07,0.51,0.51,0.51,0.52,0.56,0.48,0.5,0.52,0.52,0.49,0.52,0.53,0.54,0.51,0.5,0.07,0.46,0.46,0.5,0.51,0.1
