Row,WCrobust0405,rpl_wcrobust0405_1,rpl_wcrobust0405_10,rpl_wcrobust0405_11,rpl_wcrobust0405_12,rpl_wcrobust0405_13,rpl_wcrobust0405_14,rpl_wcrobust0405_15,rpl_wcrobust0405_16,rpl_wcrobust0405_17,rpl_wcrobust0405_18,rpl_wcrobust0405_19,rpl_wcrobust0405_2,rpl_wcrobust0405_20,rpl_wcrobust0405_21,rpl_wcrobust0405_22,rpl_wcrobust0405_23,rpl_wcrobust0405_24,rpl_wcrobust0405_25,rpl_wcrobust0405_26,rpl_wcrobust0405_27,rpl_wcrobust0405_28,rpl_wcrobust0405_29,rpl_wcrobust0405_3,rpl_wcrobust0405_30,rpl_wcrobust0405_31,rpl_wcrobust0405_32,rpl_wcrobust0405_33,rpl_wcrobust0405_34,rpl_wcrobust0405_35,rpl_wcrobust0405_36,rpl_wcrobust0405_37,rpl_wcrobust0405_38,rpl_wcrobust0405_39,rpl_wcrobust0405_4,rpl_wcrobust0405_40,rpl_wcrobust0405_41,rpl_wcrobust0405_42,rpl_wcrobust0405_43,rpl_wcrobust0405_44,rpl_wcrobust0405_45,rpl_wcrobust0405_46,rpl_wcrobust0405_47,rpl_wcrobust0405_48,rpl_wcrobust0405_49,rpl_wcrobust0405_5,rpl_wcrobust0405_50,rpl_wcrobust0405_6,rpl_wcrobust0405_7,rpl_wcrobust0405_8,rpl_wcrobust0405_9
307,0.797404780366802,0.822189838276005,0.623795938195662,0.805492414320991,0.82576375386961,0.828360266674704,0.8190622174889,0.784016712473242,0.776898571801153,0.770496906284704,0.75737033155281,0.742892062853622,0.755770494509189,0.815072275519593,0.798674864690719,0.342200654936478,0.781351619885496,0.811090193336153,0.767867330987264,0.833305699359974,0.782634990131941,0.320541916781808,0.814521147869128,0.8221675422431,0.386465252008842,0.708770756362183,0.790079533122068,0.755656892296656,0.698650750364574,0.156070046412034,0.823987834430635,0.820152821329644,0.820152821329644,0.820535546834071,0.798918185978377,0.776099719684297,0.796397222005079,0.825175365154261,0.7894176679982,0.76559772747729,0.828297726364476,0.828621633140767,0.832245584285999,0.82482484308625,0.775435094441091,0.354251628994217,0.663163655592876,0.789988089206349,0.81540398569689,0.833529473730249,0.159526877404065
310,0.847819905407342,0.828360989662223,0.444356384595245,0.772533296703729,0.818959246748184,0.823669871904734,0.828455339873739,0.824793158680836,0.788136119472653,0.74361445680266,0.703627518960215,0.755883263261705,0.752373812287852,0.829341270921163,0.79002907453413,0.410208319201323,0.767911335923572,0.832211654464792,0.761168299046776,0.830294690977853,0.781327043371345,0.4021012540381,0.782088022266446,0.828323164095876,0.83084181359085,0.720950761718491,0.771084968932117,0.752339179629876,0.649505456688701,0.00436893869310261,0.222938203319049,0.823177314744528,0.827363141278733,0.827363141278733,0.790596400062054,0.82287809814409,0.822785938223632,0.828045605850718,0.833222484743113,0.831992781076261,0.827799275812459,0.828711994545335,0.827942711930204,0.805549145118035,0.805582764590882,0.429430093482086,0.764095391149996,0.770857453319424,0.829272621320822,0.83026921668928,0.831057629613599
321,0.508536637538532,0.500831325497462,0.0269032253918746,0.333623543394709,0.481567814076482,0.552795671929701,0.49144683320093,0.305842783409181,0.249145410374303,0.146968881460645,0.123166819097174,0.549106295702572,0.560159855790031,0.460419373821602,0.47787130733919,0.0421228986600189,0.304256878578844,0.410318709540079,0.566362725356148,0.43904640632332,0.389626754339647,0.0607198348592586,0.299051081927773,0.494067881662948,0.3183888852182,0.261139105753385,0.331716088533511,0.556731895694231,0.143237253409695,0,0,0.52334377391886,0.497304515493443,0.493044128869573,0.478317938541045,0.228568293440865,0.293497578298486,0.480603762838218,0.491889046548107,0.491417875033902,0.511275261427629,0.519636618758872,0.524565289383177,0.524341659006827,0.512762405009952,0.0557879349530963,0.472933151381525,0.331945629680388,0.460712455228829,0.440219683832225,0.282206609998782
325,0.789108028788096,0.780278938404757,0.347032268962307,0.523949619990312,0.688160548281284,0.73748050920466,0.749892143993605,0.768625291795295,0.749254543521339,0.686687575325284,0.670130474267917,0.693617057328352,0.687390760916122,0.774662160668187,0.691987127903745,0.412419412419835,0.670703535950845,0.774728798470701,0.691152842509528,0.774873233256416,0.653936058850058,0.420996915683813,0.697733622767958,0.778524113553725,0.464274058228834,0.547646230971351,0.675988883652816,0.687341658545715,0.625913116061225,0.795920551358086,0.795920551358086,0.762183599049506,0.762183599049506,0.780407476658573,0.691886760472073,0.772173248042045,0.784630906779447,0.782790518876518,0.720531564931267,0.687336041952678,0.779504160166041,0.776868589469574,0.770859982765708,0.769118803113422,0.761543931093316,0.425180629424533,0.521336300603136,0.676026967728328,0.774810691425785,0.776150230241503,0.502733456605268
330,0.646355771377361,0.674880951973549,0.333174434584782,0.480428436123686,0.605510747460599,0.662072969574186,0.677989795356703,0.649983899689597,0.604027716429442,0.457123960805114,0.154388622214065,0.583728324551779,0.573940868039101,0.667417676168792,0.625362371587248,0.201848668442541,0.570331913516958,0.674280772827133,0.610294585681441,0.678282339137715,0.643116963792224,0.209802162283855,0.604636659948287,0.674908838969115,0.376710679042542,0.529176036300406,0.582172931845424,0.573936570781772,0.533675551470849,0.627759032713988,0.627759032713988,0.627759032713988,0.68364937409262,0.68364937409262,0.625097455048521,0.622887649082652,0.632310709927396,0.67516633573407,0.643114206550323,0.624516120713002,0.67764924663741,0.680394980778443,0.679502446721083,0.67397266862388,0.670912598830456,0.20493580603185,0.656893614382204,0.583176884090422,0.666642230055426,0.678486767109239,0.500022943611183
336,0.68236782245289,0.692018390460478,0.279976159869551,0.664334554658557,0.692801803876958,0.704399795976119,0.687826966505139,0.667174534266756,0.604798094750719,0.567950575491258,0.493780865710891,0.689905402787371,0.692811474185356,0.682158769059911,0.687995575104367,0.297493908403352,0.668366097204846,0.667788448272878,0.710317410011249,0.695469941773202,0.68171178194626,0.39791627890628,0.701807226482661,0.6919748037188,0.607624794000489,0.661505194452202,0.682986158751812,0.692923204259,0.470654264514119,0.0576975777683785,0.0576975777683785,0.688491974151318,0.688491974151318,0.691228178388396,0.68926149976032,0.664736429752539,0.664399741123827,0.689391290148241,0.696438009929653,0.689077817506308,0.690064707296148,0.688889258324844,0.688804500282335,0.698457533655621,0.695104049533397,0.311652970006252,0.685070340313896,0.682658170776665,0.682130603086251,0.695510945924938,0.606899304651297
341,0.723199932155335,0.716275025186848,0.517564807329689,0.691836564172283,0.700539105885938,0.706086487507284,0.714383488813936,0.711658395886286,0.641519788605699,0.622726084940722,0.590222798017044,0.735290198184065,0.734419610693191,0.706838349888148,0.70700279266299,0.252272829400106,0.627514219607287,0.727462084150473,0.701780277975205,0.724831125571838,0.697461036614537,0.348680833943423,0.680117596890261,0.716514966976339,0.646940929879777,0.607567178534958,0.627821127171294,0.734467315794219,0.600815469480964,0,0,0.709930528500334,0.713811963890361,0.718710136574013,0.70691429738506,0.697359395928917,0.700398642425646,0.713268475674208,0.728497159746242,0.72572827116474,0.723642679243854,0.725440369646103,0.726277351119154,0.726537551319144,0.717319458376997,0.275618540894599,0.700051597213587,0.628061820170982,0.707398268169498,0.724918599390317,0.606644467688495
344,0.521579889883682,0.518105477671534,0.221110558145498,0.469756248629539,0.517163819866451,0.51524792246809,0.504527891541026,0.492086673251323,0.264916752679887,0.253369260713243,0.245564540060685,0.495254707127291,0.504501977819039,0.522832990500519,0.482233555827352,0.172068168252977,0.434473209094213,0.518409775813331,0.473609179333484,0.499272771039571,0.440686900952005,0.223977896822028,0.451326971027813,0.517753216925604,0.451085049173714,0.399772481733111,0.431949501831513,0.504676185452079,0.157513311368594,0,0.0808868100217101,0.506107207684404,0.520785828094041,0.520785828094041,0.483616015979231,0.478338637787642,0.480555832450066,0.508542193244497,0.515211914537249,0.508765201053643,0.515466377165361,0.51171879521285,0.511585726222965,0.52931666312651,0.530538710473458,0.177429730652906,0.506647815483945,0.432550210508703,0.523071232185072,0.499273381398799,0.453043345344043
345,0.504410707547252,0.454323936498991,0.284739985259382,0.421419035973268,0.469607139992094,0.492380206128192,0.457671148196821,0.577524152626147,0.567629522538357,0.549230483669331,0.394279353275415,0.466281497105644,0.478939593222198,0.444492651412602,0.36742856879337,0.251576713311791,0.391155865858011,0.449717945940362,0.451456835707628,0.455709252723692,0.32633736012951,0.253190064756524,0.400369321408577,0.454169859810218,0.256184975367636,0.311050886967283,0.401763359924742,0.478832663431093,0.543682594418233,0,0,0,0.448426377674597,0.448426377674597,0.367553843715508,0.492447579695784,0.488832302594324,0.460982493247515,0.43232967788286,0.417681245287107,0.472815811704281,0.476080624115806,0.478786005110094,0.470185405641173,0.432546379781052,0.260677375442736,0.427841333296526,0.401857065246475,0.444616621549857,0.455839162354062,0.294425486928472
347,0.776813123104812,0.764960410522553,0.407465503131122,0.696008422363102,0.710827543026004,0.774649007317492,0.755087580284062,0.736760969174783,0.698918424088048,0.696444870556827,0.673799092061358,0.678799948200534,0.683238744179296,0.758384946323573,0.808962617835965,0.260659627871815,0.6448460611725,0.797310933897214,0.720960930800016,0.792642376142322,0.786840157983609,0.26202672486282,0.703423481042228,0.765038922208771,0.165532631404683,0.705422514746969,0.681971436011366,0.68594174866612,0.62532854540006,0.144930348462982,0.710043285244152,0.710043285244152,0.782571428662854,0.774402891127171,0.808833285150796,0.698941132565913,0.717003768951785,0.743518291740917,0.770340331152079,0.745220111654825,0.775257386509258,0.783354102437783,0.77662940836662,0.743966625534866,0.742669661643488,0.265400388549561,0.751439733803215,0.682259435627965,0.758818924896504,0.792758638163875,0.178132084972927
350,0.87008022227327,0.868638623480854,0.56066197660385,0.796023117437073,0.857326390185832,0.852742387483127,0.863114472399392,0.847822690522152,0.840481756136944,0.787713480633241,0.77567288561563,0.797389965030851,0.788141550361845,0.862928371661875,0.835538942322019,0.48440915577166,0.832987228792008,0.871487999361236,0.810211294088053,0.874067761884413,0.822463453076346,0.527014264391155,0.849671376228207,0.868514257563625,0.871766602979399,0.836189942264763,0.836371128879468,0.788365718903424,0.725362171403235,0.0122009081913792,0.0122009081913792,0.864366661661668,0.865509545719576,0.865509545719576,0.838290972802166,0.84569415861584,0.850352807206871,0.866057931266166,0.867680686504894,0.867299304543884,0.869579314632943,0.846762759923328,0.838247602022594,0.831267539078082,0.829747925085836,0.518275023451962,0.822958063465503,0.836458818189302,0.863131104262942,0.874056267326712,0.862233667343814
