Row,WCrobust04,rpl_wcrobust04_1,rpl_wcrobust04_10,rpl_wcrobust04_11,rpl_wcrobust04_12,rpl_wcrobust04_13,rpl_wcrobust04_14,rpl_wcrobust04_15,rpl_wcrobust04_16,rpl_wcrobust04_17,rpl_wcrobust04_18,rpl_wcrobust04_19,rpl_wcrobust04_2,rpl_wcrobust04_20,rpl_wcrobust04_21,rpl_wcrobust04_22,rpl_wcrobust04_23,rpl_wcrobust04_24,rpl_wcrobust04_25,rpl_wcrobust04_26,rpl_wcrobust04_27,rpl_wcrobust04_28,rpl_wcrobust04_29,rpl_wcrobust04_3,rpl_wcrobust04_30,rpl_wcrobust04_31,rpl_wcrobust04_32,rpl_wcrobust04_33,rpl_wcrobust04_34,rpl_wcrobust04_35,rpl_wcrobust04_36,rpl_wcrobust04_37,rpl_wcrobust04_38,rpl_wcrobust04_39,rpl_wcrobust04_4,rpl_wcrobust04_40,rpl_wcrobust04_41,rpl_wcrobust04_42,rpl_wcrobust04_43,rpl_wcrobust04_44,rpl_wcrobust04_45,rpl_wcrobust04_46,rpl_wcrobust04_47,rpl_wcrobust04_48,rpl_wcrobust04_49,rpl_wcrobust04_5,rpl_wcrobust04_50,rpl_wcrobust04_6,rpl_wcrobust04_7,rpl_wcrobust04_8,rpl_wcrobust04_9
307,0.467837440890298,0.539239738550681,0.199284548293729,0.463329492830786,0.491941516763531,0.507930367105132,0.542109603735086,0.509554230414775,0.47040534391065,0.444397305767928,0.43616551254761,0.419966588881297,0.434711436444705,0.50527201803003,0.50863720479559,0.0721003875125995,0.431098060757836,0.528739076088472,0.477376220102567,0.569206113554925,0.486406319671274,0.0927956839248015,0.527731671514305,0.538938265513973,0.155366720345012,0.401440163575042,0.482406363606947,0.434635258576589,0.351563184350903,0.0357261582887967,0.537379668975805,0.537379668975805,0.54035515843287,0.54035515843287,0.509389806092627,0.549494516515973,0.549249349868788,0.54269679511059,0.498777100619826,0.48090613177005,0.551516722056897,0.55395446292417,0.555048235928799,0.551132610808422,0.481731308387975,0.0842825617275885,0.327190206905997,0.484215227173648,0.506100198309827,0.569808005185971,0.455085082088439
310,0.556154355979841,0.577368049799848,0.0927035760578438,0.456153486725068,0.52807654110958,0.518118751641773,0.585041150233857,0.557979135886334,0.530537294855402,0.498369344111228,0.374089509176383,0.482510474461322,0.479612960836596,0.571637200564238,0.506450549792827,0.13350122139608,0.533122030380329,0.570380845150494,0.485087346415357,0.57900001737142,0.476934407855265,0.143129766841834,0.526220050193571,0.579529606259616,0.558767098824601,0.432386324663155,0.536169913545477,0.479565542450832,0.411367988226921,0,0.0036231884057971,0.0036231884057971,0.0787048464986058,0.576127299918138,0.501968007249822,0.571907471084906,0.571975490431317,0.572119779976826,0.582155308304415,0.575961513508327,0.57552798567688,0.566986488030057,0.551591972684478,0.567282441945128,0.583094258043547,0.134308377670828,0.413995953358326,0.533813301574003,0.57354454990053,0.578100203450457,0.571786274316835
321,0.247164741300273,0.269773808354784,0.000506384909101287,0.123319331321963,0.248003724651206,0.329091292486864,0.282534614665271,0.249731687900205,0.0883417931377887,0.0376485746657398,0.0417566436792722,0.243032841845132,0.28726531468715,0.209234585872732,0.181516303233299,0.000976152584490132,0.0844153914925197,0.175567374391383,0.304309603468142,0.223474483751895,0.132368052692527,0.0033523556685735,0.0942246514482659,0.268008917529574,0.0611696198562297,0.0577683421566298,0.117914076093252,0.286643106775522,0.054071764759691,0,0,0.303878767006998,0.303878767006998,0.264076344031027,0.181363002804181,0.0869276227138979,0.13159469320771,0.263349076765875,0.252488210537577,0.239064217876099,0.278059539490261,0.280735102664112,0.261238409184086,0.249312164707339,0.205328406900506,0.00269903390832039,0.179369319580314,0.118394506961185,0.209908269655815,0.224114969300799,0.205736188787865
325,0.472268493844588,0.284422429641284,0.00163000881785068,0.0223951185384499,0.0529109111760772,0.0721514726612227,0.270220102664479,0.301933948213705,0.371029709546923,0.413612588312551,0.362367103380475,0.330068931502618,0.338768668235577,0.239916323606651,0.110857576999041,0.019869072616009,0.100634020064678,0.189739566345146,0.0143522251812764,0.191977058889023,0.0513062532015974,0.0141612530063472,0.0938150215331178,0.282629952029925,0.025688269399874,0.0316833415121408,0.121281005803216,0.335968560116615,0.221288189554206,0,0,0.00186115751047488,0.00186115751047488,0.283234606197458,0.110453538343641,0.188157610807586,0.185552220368778,0.241981236658032,0.333290780620825,0.31846058506308,0.306161357270352,0.278078939246168,0.27418637729223,0.212205529935198,0.0117750621133267,0.0181763958430329,0.00402508540446506,0.121108659137802,0.241609752127173,0.193351807251766,0.0420483052230892
330,0.200369857416795,0.253032722986457,0.0337594312560365,0.103888324929664,0.211558243318398,0.256547266357996,0.260382707342997,0.258809687223742,0.239874380800583,0.212927548182236,0.116362405516608,0.175642782702976,0.167005322532766,0.258309343017446,0.247764640370765,0.0352234665271268,0.232583362421013,0.28489896652301,0.181071292954686,0.273115517144634,0.250384580051336,0.0352029027876414,0.256754816619408,0.252981512234108,0.171090066454173,0.198071296339158,0.236591234159443,0.167089748546312,0.156983469542794,0,0,0.264638526281133,0.264638526281133,0.256501738060844,0.247548083499881,0.293895239886454,0.291220402371195,0.268128989265521,0.187771423211022,0.173957513008219,0.252439112127878,0.261409953472101,0.258444126753604,0.232607173849988,0.223322785135347,0.0337806339981269,0.232709874420574,0.2352651516404,0.258353030442244,0.272829872435544,0.168056560494109
336,0.253358440608328,0.0647716626527594,0,0.0416545727642581,0.0628462053128927,0.0835552323432524,0.0607009006858288,0.0641809141031332,0.00149455736745113,0.00257729747950053,0.000114979622630001,0.409939355537753,0.396726940579814,0.0775300844953091,0.0836226890976892,0.00424256396105242,0.0244079581109307,0.214096164253377,0.386971688776571,0.206033309880351,0.113700799212248,0.0172453900608913,0.0609298022984175,0.0648192100667674,0.0192181657078889,0.00854639938142637,0.0210265659532119,0.395191856885986,0.00020648595158805,0,0,0,0,0.0510695238407585,0.0838691668667905,0.043068494759626,0.0433367964449414,0.052092644232298,0.115176929689956,0.114219739355109,0.0640494526984465,0.063323404954151,0.0583826169885031,0.0498725179358022,0.073921543136124,0.00404337678355917,0.057836598882587,0.0209517996849381,0.0777039996365165,0.205790098230113,0.00742860276178691
341,0.3753661663,0.402327016557322,0.108754488317705,0.311668561807468,0.346677268243984,0.333379840689584,0.398300939251051,0.393616326422053,0.363565916772209,0.289888295903981,0.182093173536688,0.281458047633084,0.293881353184388,0.387132332702123,0.400609980788335,0.0244035875804884,0.25433326420252,0.362860819242627,0.255807799027647,0.389792279943694,0.354391560695083,0.0385086021494511,0.315626539525839,0.401823466433898,0.455019533021124,0.264662341930153,0.269330203484831,0.294167647595695,0.328498171917203,0,0,0,0.364301166603368,0.364301166603368,0.401546858342271,0.324119344684893,0.335981968859707,0.390566180257127,0.421567392012305,0.423708928202418,0.422469225725506,0.428228229334277,0.423942215978143,0.384121419647013,0.394260836992537,0.0306733071516549,0.382161301186864,0.269655507535707,0.387532247037422,0.391259377355804,0.450086285108422
344,0.0785829784598247,0.252243581884128,0.00502093442251536,0.263450158658697,0.298640817157029,0.253259214026312,0.220887453742445,0.160464437256722,0.0481702389734019,0.0184804506195118,0.0180300379981854,0.16291593743314,0.158544949302732,0.252975125630233,0.275621614494523,0.00917016240515097,0.154760244566337,0.209367547966523,0.145240791683293,0.187660049030941,0.175221546757754,0.00839934011299308,0.132787950316645,0.25003932284869,0.224798079244671,0.103537686313014,0.150416458697913,0.159288160716245,0.115470301648197,0,0,0,0,0.00187108286359223,0.271860142400118,0.244213955873488,0.245804879895082,0.249689465476312,0.266963492833577,0.270318494282511,0.250048118856318,0.241901394663654,0.250201733085452,0.237749014916129,0.224600878479925,0.00928124593371124,0.190859899135976,0.150544499328992,0.254233667564258,0.186070499413628,0.259384051453762
345,0.526895482084289,0.494750498731376,0.237682141541149,0.442988347463472,0.492520202990062,0.487736876266987,0.474764819401095,0.430514121836412,0.389419754778569,0.347986789863368,0.298343610637631,0.427041942364204,0.420076025957067,0.50015685687019,0.392738755398124,0.120270312949658,0.386364144158957,0.49570935264273,0.38568314488537,0.484321071998682,0.353642849400364,0.112173279921445,0.399398739356866,0.494569387981051,0.237953094441812,0.258400506136512,0.391405796052895,0.420102667722879,0.368147422760557,0,0,0.0159847035494888,0.495998470113026,0.495998470113026,0.392203693105477,0.464880277026237,0.465710068406854,0.486867564185453,0.492486781821373,0.472433442617047,0.499966756978754,0.501516753916032,0.495987761489016,0.451982375777301,0.442783111855149,0.108155829565621,0.205841002267849,0.391336185212272,0.500114293721265,0.484453960648082,0.229160982574774
347,0.495293022729073,0.509227891465085,0.128159177733402,0.43932997887635,0.486735258927142,0.504278307246397,0.488904867017675,0.470737641646117,0.431778555356995,0.424871436287272,0.360493005618122,0.379891590734048,0.353201895716619,0.49775271887888,0.534637401682718,0.0236929770788052,0.402156171217821,0.515630242142682,0.405187150923272,0.52076017364564,0.537668593190706,0.0371128010339823,0.431069751109637,0.50917321896692,0.43875808625202,0.426484051708271,0.43020050139247,0.352764009950439,0.258351881956893,0.00791997949444252,0.506519136848865,0.506519136848865,0.511331533288186,0.511586908832353,0.535875631465106,0.40081570751657,0.436816322707535,0.505290687691007,0.495194289689162,0.483001482122682,0.5076559649015,0.512335172731732,0.505313659148248,0.465009246165091,0.452882629694351,0.0414225050430777,0.421568795532321,0.428728384584583,0.498116131437202,0.520314218479642,0.44771173028432
