Row,WCrobust04,rpl_wcrobust04_1,rpl_wcrobust04_10,rpl_wcrobust04_11,rpl_wcrobust04_12,rpl_wcrobust04_13,rpl_wcrobust04_14,rpl_wcrobust04_15,rpl_wcrobust04_16,rpl_wcrobust04_17,rpl_wcrobust04_18,rpl_wcrobust04_19,rpl_wcrobust04_2,rpl_wcrobust04_20,rpl_wcrobust04_21,rpl_wcrobust04_22,rpl_wcrobust04_23,rpl_wcrobust04_24,rpl_wcrobust04_25,rpl_wcrobust04_26,rpl_wcrobust04_27,rpl_wcrobust04_28,rpl_wcrobust04_29,rpl_wcrobust04_3,rpl_wcrobust04_30,rpl_wcrobust04_31,rpl_wcrobust04_32,rpl_wcrobust04_33,rpl_wcrobust04_34,rpl_wcrobust04_35,rpl_wcrobust04_36,rpl_wcrobust04_37,rpl_wcrobust04_38,rpl_wcrobust04_39,rpl_wcrobust04_4,rpl_wcrobust04_40,rpl_wcrobust04_41,rpl_wcrobust04_42,rpl_wcrobust04_43,rpl_wcrobust04_44,rpl_wcrobust04_45,rpl_wcrobust04_46,rpl_wcrobust04_47,rpl_wcrobust04_48,rpl_wcrobust04_49,rpl_wcrobust04_5,rpl_wcrobust04_50,rpl_wcrobust04_6,rpl_wcrobust04_7,rpl_wcrobust04_8,rpl_wcrobust04_9
307,0.432582600911458,0.80637819199335,0.34296875,0.452154704502651,0.450289989653088,0.858112789335705,0.826801027570452,0.449270847865513,0.447583879743304,0.430259559268043,0.438041759672619,0.823734555925642,0.856111090523856,0.814564586821057,0.837725217001779,0.0833333333333333,0.347008405412946,0.819653919764927,0.862487588609968,0.838870389120919,0.863026955014183,0.0859375,0.85990956624349,0.80637819199335,0.85063244047619,0.838805770874023,0.589019848051525,0.856111090523856,0.4181640625,0.38125,0.836060169764927,0.836060169764927,0.819536536080497,0.819536536080497,0.858558550335112,0.838883263724191,0.837525013514927,0.80637819199335,0.354500325520833,0.301109095982143,0.819557135445731,0.838502447945731,0.859441121419271,0.837565394810268,0.862334592001779,0.106863839285714,0.825288336617606,0.589019848051525,0.814495922270275,0.838870389120919,0.58904914855957
310,0.429444303966704,0.468408203125,0.394852120535714,0.461204310825893,0.46399405343192,0.467931474958147,0.473805236816406,0.486659240722656,0.46006840297154,0.458349827357701,0.504387773786272,0.821149267469134,0.820732130323138,0.479706464494978,0.441658455984933,0.145833333333333,0.447149658203125,0.456448800223214,0.570090975080218,0.469202750069754,0.45753173828125,0.145833333333333,0.429132080078125,0.473681640625,0.585545185634068,0.388031005859375,0.447149658203125,0.820732130323138,0.569826126098633,0,0.0625,0.0625,0.2560302734375,0.468408203125,0.429939705984933,0.472734069824219,0.472734069824219,0.468408203125,0.475351660592215,0.475351660592215,0.464594377790179,0.469867815290179,0.443594142368862,0.474348177228655,0.50518673488072,0.125,0.398689705984933,0.4427001953125,0.480585370744978,0.469202750069754,0.476923097882952
321,0.820367140997024,0.838761465890067,0,0.233725120907738,0.432257080078125,0.305435035342262,0.839117050170898,0.839118317195347,0.824830191476004,0.128149801587302,0.389453125,0.85987190973191,0.839070837838309,0.291936383928571,0.585484095982143,0,0.28330078125,0.276171875,0.827035885765439,0.448395647321429,0.348828125,0,0.472423444475446,0.838761465890067,0.794196428571429,0.22109375,0.5760986328125,0.839070837838309,0.513818359375,0,0,0.862933567592076,0.862933567592076,0.839102172851562,0.585331508091518,0.15,0.4,0.839008076985677,0.587020056588309,0.825301306588309,0.856535284859794,0.862433515276228,0.85354243687221,0.80672847202846,0.858574858165923,0,0.419630068824405,0.5760986328125,0.291936383928571,0.448395647321429,0.838715108235677
325,0.81819828578404,0.81929532459804,0.0833333333333333,0.54501953125,0.811902727399554,0.8142333984375,0.817742647443499,0.817323303222656,0.815290832519531,0.812640380859375,0.815129961286272,0.822133255004883,0.82778594153268,0.817464556012835,0.81768673488072,0.0465277777777778,0.820546736036028,0.820732130323138,0.855989583333333,0.820546736036028,0.828632845197405,0,0.821041120801653,0.81929532459804,0.808973039899554,0.81005859375,0.820832552228655,0.82778594153268,0.82227303641183,0,0,0.0416666666666667,0.0416666666666667,0.818669618879046,0.819602475847517,0.819826126098633,0.819826126098633,0.820090975080218,0.81929532459804,0.81929532459804,0.81929532459804,0.821041120801653,0.820732130323138,0.820546736036028,0.484375,0,0,0.821362250191825,0.817464556012835,0.820546736036028,0.813134765625
330,0.85693359375,0.827173723493304,0,0.305989583333333,0.827090890066964,0.808731515066964,0.8581787109375,0.862044270833333,0.826259068080357,0.808621651785714,0.184240141369048,0.28740234375,0.2734375,0.858428301130022,0.86304076058524,0.0625,0.862184651692708,0.858433387393043,0.4,0.858428301130022,0.863043981885153,0.125,0.862302943638393,0.827175757998512,0.862630208333333,0.863035583496094,0.862718854631696,0.2734375,0.256944444444444,0,0,0.827182878766741,0.827182878766741,0.827178301130022,0.86304076058524,0.858433387393043,0.858433387393043,0.858432878766741,0.84375,0.84375,0.827150472005208,0.858428301130022,0.827178301130022,0.862339128766741,0.862337984357561,0.05,0.861817060198103,0.862698025173611,0.858428301130022,0.858428301130022,0.856575520833333
336,0.13720703125,0.03125,0,0,0.025,0.0465277777777778,0,0,0,0,0,0.4637939453125,0.416069684709821,0.03125,0.175911458333333,0,0.0416666666666667,0.106770833333333,0.439035470145089,0.0833333333333333,0.1875,0,0.025,0.03125,0,0,0.025,0.415716552734375,0,0,0,0,0,0,0.175911458333333,0,0,0,0.168712797619048,0.175911458333333,0.0357142857142857,0.0357142857142857,0.056547619047619,0.025,0.05,0,0.0416666666666667,0.025,0.03125,0.0833333333333333,0
341,0.565410505022321,0.452423095703125,0.202287946428571,0.4378662109375,0.4321533203125,0.428125,0.452587890625,0.478680419921875,0.406331089564732,0.426620919363839,0.417578125,0.4169921875,0.414481026785714,0.460498046875,0.267409842354911,0.0416666666666667,0.319196428571429,0.378885977608817,0.3993408203125,0.440157645089286,0.2567138671875,0.0357142857142857,0.441099330357143,0.452423095703125,0.47872554234096,0.147326078869048,0.272712053571429,0.414481026785714,0.469031415666853,0,0,0,0.4435791015625,0.4435791015625,0.267409842354911,0.427630615234375,0.4413818359375,0.449951171875,0.442276436941964,0.442276436941964,0.445172119140625,0.445872497558594,0.442535400390625,0.3852294921875,0.420144217354911,0.0357142857142857,0.407784598214286,0.272712053571429,0.460851178850446,0.440157645089286,0.430155508858817
344,0.25,0.392802211216518,0,0.463971819196429,0.412979779924665,0.40938960484096,0.436838204520089,0.4240234375,0.25,0.25,0.25,0.361631556919643,0.414250837053571,0.401308768136161,0.411823381696429,0,0.37890625,0.393798828125,0.336788504464286,0.40654296875,0.467801339285714,0,0.414564732142857,0.388114711216518,0.411078752790179,0.328125,0.328125,0.414250837053571,0.396484375,0,0,0,0,0,0.411823381696429,0.392802211216518,0.392802211216518,0.392802211216518,0.426061139787946,0.440123639787946,0.375921630859375,0.213492547898065,0.218954322451637,0.269995989118304,0.246169026692708,0,0.553484235491071,0.328125,0.401308768136161,0.40234375,0.43282710484096
345,0.45788597379412,0.45788597379412,0.454472732543945,0.45788597379412,0.27718129839216,0.284164483206613,0.45042348589216,0.43343129839216,0.43343129839216,0.416450064522879,0.36259765625,0.46753751209804,0.48335782459804,0.45788597379412,0.45788597379412,0.0953125,0.45306020464216,0.45788597379412,0.56929532459804,0.454472732543945,0.45788597379412,0.0807291666666667,0.45042348589216,0.45788597379412,0.45788597379412,0.456008856637137,0.43343129839216,0.48335782459804,0.82251250403268,0,0,0.106770833333333,0.45788597379412,0.45788597379412,0.45788597379412,0.27718129839216,0.27718129839216,0.455730765206473,0.45788597379412,0.45788597379412,0.45788597379412,0.45788597379412,0.45788597379412,0.45788597379412,0.45788597379412,0.104910714285714,0.45788597379412,0.43343129839216,0.45788597379412,0.454472732543945,0.45788597379412
347,0.587727696555001,0.517254039219448,0.290335518973214,0.480055509294782,0.515280750819615,0.513141032627651,0.517184598105294,0.489652402060372,0.516679831913539,0.517279502323696,0.517345809936523,0.58757426398141,0.513160201481411,0.579735728672573,0.517412717001779,0,0.8614990234375,0.517397744315011,0.574857657296317,0.517412621634347,0.517366409301758,0.09375,0.560973249162946,0.516668101719448,0.838777869088309,0.861655099051339,0.836867268880208,0.513160201481411,0.489714976719448,0.197916666666667,0.517277213505336,0.517277213505336,0.517252894810268,0.517279502323696,0.517412717001779,0.509159101758684,0.509159101758684,0.517191464560372,0.579915196555001,0.517415196555001,0.517408902304513,0.579912717001779,0.517408902304513,0.515943036760603,0.507101004464286,0,0.839085442679269,0.825148518880208,0.579756328037807,0.517412621634347,0.517395836966378
